sample,alpha,kappa,beta_0,beta_1
327,2.1179529781647384,3.3807204099129957,0.4651266129196989,0.6162535172544781
328,2.3797970996313027,4.386443326541586,0.5585103451632087,0.7996413622307305
329,2.9643971770965933,4.9634173998696305,0.5806776430261549,0.8482067700726255
330,2.9298026635492302,4.897719115805571,0.6005904636422015,0.8083962651955334
331,3.7440175610423583,6.359872605159081,0.4054374768069243,0.4010364342281935
332,3.6935166905347154,6.3810145048302545,0.408863817523437,0.40189514276307475
333,0.5733765024089256,5.684563252228494,0.5147645064957788,0.9750603624426106
334,-0.11108468429442461,3.058190044113155,0.16721422232641814,0.3723574363966862
335,0.5800435664309103,4.746741393719899,0.1703471614418113,0.2796269194059552
336,-1.543423930194753,3.645937266221482,0.39040492517803504,0.9562899828360047
337,-0.8471037453027156,4.630613089783457,0.24849692831040185,0.5717829312396661
338,-2.004408801109854,4.1642115976701,0.18684828983169136,0.613768328794031
339,2.02441103760183,2.345859985389881,0.17246781032582328,0.1374784334787836
340,-0.41789884892043894,5.676489891909854,0.4321189164264124,0.9112324347153381
341,0.5405134445626268,3.3932632138034866,0.18656489528203152,0.3537472250673835
342,0.4830019721044443,3.7075226774035457,0.21052989950982728,0.39962718817623855
343,0.6101435106638237,4.052873182087234,0.22839251366373467,0.3454601591129388
344,-0.8147346479101755,2.688674194086385,-0.0733165073087411,0.020144015668487444
345,-2.934323966227693,1.7915176541057565,-0.11857619818288422,0.1489168066960617
346,1.3657398501646318,1.9959309161489205,0.2932007988560868,0.397271874887133
347,3.5694871662304926,2.462863583494291,0.3987942159417047,0.3679197183968137
348,-1.3896194718207702,2.147767313613904,-0.04113383343699975,0.145028478278149
349,0.1436794343251646,4.796483541899022,-0.07360740439513529,-0.049368987334787645
350,1.041395857574847,3.6597129603826595,0.0278093806580944,-0.046125472739634056
351,1.3945084418210598,3.549990950499503,0.08011179194626418,0.005686598538683967
352,1.1605304888359835,4.43677335426731,0.13871368893110908,0.1763534215193492
353,2.7409498857475043,1.8705951535740133,0.3174808285696033,0.311905123762761
354,-0.18763523713083594,6.2169653859132605,0.39323619373431895,0.7575177320332023
355,0.9120629133745932,1.9526454710929757,0.06320537682284066,0.033105826915632686
356,0.4310456510850843,3.896559697965438,0.16616148718726909,0.24523153436149198
357,1.385487727783358,1.8345193681604213,0.3143192169855796,0.4478471705128675
358,-0.31488324067487466,1.1887302525617494,-0.5032582878384491,-0.7003445231239814
359,-0.15881573291668316,2.584805043033198,-0.5339513893129074,-0.8773425911999752
360,-3.0995546638827256,0.4343104504020822,-0.35538912224972974,-0.354684796915654
361,0.30585931941385275,1.4542558091807614,0.14313466750449472,0.30060392920443846
362,1.7240972885555907,2.419016609269961,0.10150530406973111,0.01121591936259687
363,2.919875192198022,1.914509479043973,0.09596289543646172,-0.16168243073679506
364,0.3447475348446113,2.4445225850643024,-0.0024305264892658775,-0.006683219385675167
365,1.0412472690887984,3.64191179116388,0.47787797479308813,0.7836614252671685
